deviceid,station_id,feeder,district,substation,kva,ct,installation_type,latitude,longitude,mea_no,address,hv,lv,installation_date,manufacturer,genre,ct_high,ct_low,tap_changer
236200646,BKT0349,BA432,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.735817386,100.608375937,4EE-5857,NULL,NULL,NULL,2021-09-27,NULL,TLM,400,5,manual
236200045,BKT2397,SG414,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.687892,100.625093,2EE-411,NULL,NULL,NULL,2021-12-06,NULL,TLM,800,5,manual
SD22525,SD22525,SD22,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7333194188576,100.514523379535,LL-317,ถ.เจริญกรุง  ใกล้ ถ.นี้จงสวัสดิ์,12000,380,1994-10-08,ศิริวิวัฒน์,Network Transformer,1,1,manual
236201196,BKT0455,SG423,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.70984433,100.642494389,2EE-3515,NULL,NULL,NULL,2021-11-27,NULL,TLM,800,5,manual
SD14514,SD14514,SD14,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7492823837968,100.51426437008,LL-1398,ถ.พลับพลาไชย  ใกล้ ซ.ยศเส,12000,380,2020-11-30,เจริญชัย,Network Transformer,1,1,manual
WL15510,WL15510,WL15,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7443744728265,100.500264579173,LL-0144,ถ.จักรเพชร ตลาดพาหุรัด(อาคาร C),12000,380,1989-08-15,Elco,Network Transformer,1,1,manual
236200044,BKT1725,SG421,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.687618102,100.640960911,2EE-9733,NULL,NULL,NULL,2021-12-06,NULL,TLM,800,5,manual
236200055,KTT0990,SU11,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.724158973,100.51745614,2MM-0826,NULL,NULL,NULL,2022-02-06,NULL,TLM,1400,5,manual
236200206,KTT1108,SY21,คลองเตย,NULL,300.0,800/5,แขวนเสา,13.730367028,100.516348224,2JJ-4706,NULL,NULL,NULL,2021-08-31,NULL,TLM,800,5,manual
236200910,BKT2447,SV436,บางกะปิ,NULL,150.0,400/5,แขวนเสา,13.741604,100.581226,2DD-2514,NULL,NULL,NULL,2021-09-28,NULL,TLM,400,5,manual
236201304,KTT0622,PK422,คลองเตย,NULL,500.0,1400/5,นั่งร้าน,13.709971229,100.569565709,2LL-1040,NULL,NULL,NULL,2022-06-22,NULL,TLM,1400,5,manual
236201597,BKT1572,NN411,บางกะปิ,NULL,500.0,1400/5,นั่งร้าน,13.753744504,100.542486149,2LL-4058,NULL,NULL,NULL,2022-07-23,NULL,TLM,1400,5,manual
SD41506,SD41506,SD41,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7494540174373,100.514045998519,LL-1426,ถ.เฉลิมเขตต์ 1  ใกล้ ถ.พลับพลาไชย,12000,380,2020-05-28,เจริญชัย,Network Transformer,1,1,manual
SD12518,SD12518,SD36,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7459597120681,100.514547822184,LL-1408,ถ.หลวง  ข้างวัดเทพศิรินทร์,12000,380,2020-10-11,เจริญชัย,Network Transformer,1,1,manual
236200720,KTT0363,NS412,คลองเตย,NULL,300.0,800/5,นั่งร้าน,13.70349802,100.545064768,2JJ-3880,NULL,NULL,NULL,2022-01-23,NULL,TLM,800,5,manual
236200860,KTT0689,PM22,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.740574747,100.520306462,2LL-6016,NULL,NULL,NULL,2021-12-18,NULL,TLM,800,5,manual
236201262,KTT0632,PK425,คลองเตย,NULL,750.0,800/5,นั่งร้าน,13.715977016,100.583046361,2MM-1377,NULL,NULL,NULL,2022-03-27,NULL,TLM,800,5,manual
236201318,KTT0406,NS414,คลองเตย,NULL,1000.0,1400/5,นั่งร้าน,13.704002914,100.545836438,2NN-0489,NULL,NULL,NULL,2022-06-08,NULL,TLM,1400,5,manual
236201234,KTT0030,EM413,คลองเตย,NULL,150.0,200/5,แขวนเสา,13.722344538,100.573470458,4DD-5473,NULL,NULL,NULL,2022-03-21,NULL,TLM,200,5,manual
236201260,BKT1935,NN411,บางกะปิ,NULL,500.0,800/5,นั่งร้าน,13.752786331,100.54365177,2LL-3791,NULL,NULL,NULL,2022-07-23,NULL,TLM,800,5,manual
236201441,KTT0511,PI436,คลองเตย,NULL,500.0,1400/5,นั่งร้าน,13.713509245,100.571172809,0,NULL,NULL,NULL,2022-05-29,NULL,TLM,1400,5,manual
236200362,KTT0503,PI435,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.738272,100.555932,2EE-9541,NULL,NULL,NULL,2021-08-17,NULL,TLM,400,5,manual
236201023,KTT0918,SAM21,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.742165036,100.519865642,2LL-1272,NULL,NULL,NULL,2021-12-11,NULL,TLM,800,5,manual
236201025,BKT0490,SG416,บางกะปิ,NULL,225.0,800/5,นั่งร้าน,13.710136928,100.629898233,2EE-1930,NULL,NULL,NULL,2021-12-08,NULL,TLM,800,5,manual
236200319,KTT0460,PI424,คลองเตย,NULL,150.0,400/5,แขวนเสา,13.716726,100.567431,0,NULL,NULL,NULL,2021-08-21,NULL,TLM,400,5,manual
236201386,KTT0774,SA412,คลองเตย,NULL,500.0,1400/5,นั่งร้าน,13.72461797,100.5634879,2LL-0854,NULL,NULL,NULL,2022-04-03,NULL,TLM,1400,5,manual
236201411,KTT0557,PK413,คลองเตย,NULL,500.0,1400/5,นั่งร้าน,13.70593483,100.584726036,2LL-5596,NULL,NULL,NULL,2022-04-30,NULL,TLM,1400,5,manual
236201165,BKT1981,RH426,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.753201296,100.609494705,2EE-4470,NULL,NULL,NULL,2021-11-23,NULL,TLM,800,5,manual
236201384,KTT1000,SU12,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.729037988,100.529965431,2MM-0359,NULL,NULL,NULL,2022-03-19,NULL,TLM,1400,5,manual
WL22522,WL22522,NULL,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7521105910004,100.497624018538,LL-1492,ถ.แพร่งภูธร ข้างสถานีกาชาด ฝั่งแพร่งนรา,12000,380,2021-11-21,เอกรัฐ,Network Transformer,1,1,manual
236201163,BKT0460,SG423,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.70928048,100.64133485,4EE-2091,NULL,NULL,NULL,2021-11-27,NULL,TLM,800,5,manual
236200982,BKT1176,SV425,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.723903182,100.595513329,4EE-4654,NULL,NULL,NULL,2021-09-13,NULL,TLM,400,5,manual
236201319,KTT0206,LN426,คลองเตย,NULL,1000.0,1400/5,นั่งร้าน,13.726210781,100.528728075,2NN-9037,NULL,NULL,NULL,2022-06-08,NULL,TLM,1400,5,manual
SD33503,SD33503,SD33,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7456215191043,100.510576117143,LL-1359,ถ.มังกร  หลังธนาคารกรุงเทพ,12000,380,2021-02-20,ถิรไทย,Network Transformer,1,1,manual
236200464,KTT0692,PM24,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.748415,100.523885,2EE-8770,NULL,NULL,NULL,2021-06-29,NULL,TLM,400,5,manual
236200474,KTT1076,SY11,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.729764922,100.518128598,2LL-5534,NULL,NULL,NULL,2022-03-05,NULL,TLM,800,5,manual
SD12503,SD12503,SD12,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7453239503724,100.50714345338,LL-1298,ถ.มหาจักร  ใกล้ ถ.ยมราชสุขุม,12000,380,2012-09-04,เจริญชัย,Network Transformer,1,1,manual
SD13528,SD13528,SD13,วัดเลียบ,SD,500,1/1,แขวนเสา,13.742957994046,100.508879589229,LL-306,ถ.มังกร  ใกล้ ถ.เจริญกรุง,12000,380,1974-07-26,ศิริวิวัฒน์,Network Transformer,1,1,manual
236201010,BKT2058,EM414,บางกะปิ,NULL,112.5,200/5,แขวนเสา,13.742366041,100.575213353,2CC-2295,NULL,NULL,NULL,2021-12-24,NULL,TLM,200,5,manual
BR12505,BR12505,BR12,วัดเลียบ,BR,500,1/1,แขวนเสา,13.7580713039569,100.507193426922,LL-1449,ถ.กระออม ใกล้ถ.ราชดำเนินนอก,12000,380,2021-03-29,ถิรไทย,Network Transformer,1,1,manual
WL24512,WL24512,WL24,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7541931118125,100.504962898691,LL-1264,ถ.มหาไชย  หน้าวัดราชนัดดา,12000,380,1990-03-13,เจริญชัย,Network Transformer,1,1,manual
236200904,BKT0579,BA413,บางกะปิ,NULL,150.0,400/5,แขวนเสา,13.735210409,100.597881422,2DD-1954,NULL,NULL,NULL,2021-09-13,NULL,TLM,400,5,manual
236200943,BKT1222,BA411,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.732808961,100.589005453, 2EE-4320,NULL,NULL,NULL,2021-09-21,NULL,TLM,400,5,manual
236200526,KTT1241,NS436,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.713108,100.546638,2EE-6636,NULL,NULL,NULL,2021-07-02,NULL,TLM,400,5,manual
SD36506,SD36506,SD36,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7490091683285,100.514255512168,LL-092,ถ.พลับพลาไชย ใกล้ ซ.ยศเส,12000,380,1989-08-15,Torishima,Network Transformer,1,1,manual
236200156,KTT0775,SA412,คลองเตย,NULL,150.0,400/5,แขวนเสา,13.723265,100.563737,2DD-2854,NULL,NULL,NULL,2021-06-16,NULL,TLM,400,5,manual
236200337,KTT0353,NN426,คลองเตย,NULL,300.0,800/5,นั่งร้าน,13.744228097,100.555429744,2JJ-0878,NULL,NULL,NULL,2021-11-07,NULL,TLM,800,5,manual
SD14505,SD14505,SD14,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7507564252215,100.514109851757,LL-1397,ซ.นาคราช  ข้างสถานตรวจโรคปอด,12000,380,2020-11-29,เจริญชัย,Network Transformer,1,1,manual
WL24507,WL24507,WL24,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7516014423421,100.500394603303,LL-591,ถ.ตีทอง  ใกล้ ถ.บำรุงเมือง,12000,380,2021-03-28,ถิรไทย,Network Transformer,1,1,manual
236200002,KTT0271,LN441,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.724072982,100.539136063,2LL-5067,NULL,NULL,NULL,2022-02-06,NULL,TLM,800,5,manual
236200509,KTT1212,YK415,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.718258,100.539837,4EE-9344,NULL,NULL,NULL,2021-06-30,NULL,TLM,400,5,manual
236200584,KTT0637,PK425,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.716345,100.584517, ,NULL,NULL,NULL,2021-06-25,NULL,TLM,400,5,manual
236201331,BKT1931,NN411,บางกะปิ,NULL,1000.0,2000/5,นั่งร้าน,13.75112,100.545608,2NN-105,NULL,NULL,NULL,2022-08-20,NULL,TLM,2000,5,manual
BR21503,BR21503,BR21,วัดเลียบ,BR,500,1/1,แขวนเสา,13.7635040368581,100.501397459394,LL-1154,ถ.สามเสน  ซ.วรพงษ์,12000,380,1991-01-30,เจริญชัย,Network Transformer,1,1,manual
236201661,KTT0226,CL427,คลองเตย,NULL,300.0,800/5,นั่งร้าน,13.735252547,100.542428645,4JJ-6953,รื้อถอน,NULL,NULL,2022-05-21,NULL,TLM,800,5,manual
WL24519,WL24519,WL24,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7503861757771,100.501982860241,LL-238,ถ.ศิริพงษ์ ข้างโรงเรียนภารตะ,12000,380,2020-06-01,เจริญชัย,Network Transformer,1,1,manual
236200580,KTT0255,LN434,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.732114,100.546698,2EE-8847,NULL,NULL,NULL,2021-09-02,NULL,TLM,400,5,manual
236200531,KTT1237,NS436,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.718831,100.549466,2EE-0113,NULL,NULL,NULL,2021-06-24,NULL,TLM,400,5,manual
SD24523,SD24523,SD24,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7519157547436,100.507836611442,LL-1460,ถ.บำรุงเมือง  ข้างการประปาแม้นศรี,12000,380,2021-12-06,ถิรไทย,Network Transformer,1,1,manual
236200300,KTT0425,PA433,คลองเตย,NULL,300.0,800/5,นั่งร้าน,13.74051324,100.5610473,4JJ-2934,NULL,NULL,NULL,2021-11-20,NULL,TLM,800,5,manual
236200749,KTT0527,PI436,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.710734945,100.563599746,2LL-5748,NULL,NULL,NULL,2022-01-22,NULL,TLM,800,5,manual
BR12503,BR12503,BR12,วัดเลียบ,BR,500,1/1,แขวนเสา,13.7643954075906,100.508255417405,LL-1446,หลังศาลาสันติธรรม,12000,380,2021-03-29,ถิรไทย,Network Transformer,1,1,manual
236201460,KTT0552,PK412,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.713008386,100.576303522,4MM-0822,NULL,NULL,NULL,2022-05-07,NULL,TLM,1400,5,manual
WL21511,WL21511,WL21,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7535786114563,100.48950086799,LL-1330,ถ.มหาราช เยื้อง ซ.ศิลปกร,12000,380,2020-07-18,เจริญชัย,Network Transformer,1,1,manual
236200620,BKT2095,EM418,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.724620326,100.583395787,4EE-3961,NULL,NULL,NULL,2021-09-23,NULL,TLM,400,5,manual
236201415,KTT0779,SA412,คลองเตย,NULL,500.0,1400/5,นั่งร้าน,13.727716576,100.561268905,4LL-0321,NULL,NULL,NULL,2022-04-30,NULL,TLM,1400,5,manual
BR24516,BR24516,BR24,วัดเลียบ,BR,500,1/1,แขวนเสา,13.7581020147635,100.511807483696,LL-828,ถ.พะเนียง  ข้างรั้วแฟลตพะเนียง,12000,380,1985-09-19,Mitsubishi,Network Transformer,1,1,manual
236200452,KTT0306,LN434,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.734996104,100.549217591,2MM-0641,NULL,NULL,NULL,2021-12-04,NULL,TLM,1400,5,manual
236200792,KTT0988,SU11,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.726712217,100.519266075,2LL-5728,NULL,NULL,NULL,2022-03-06,NULL,TLM,800,5,manual
236200952,BKT2184,SV436,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.737048,100.578156,2EE-0308,NULL,NULL,NULL,2021-09-25,NULL,TLM,400,5,manual
236201317,KTT0841,SA424,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.728665473,100.570636489,4MM-0509,NULL,NULL,NULL,2022-07-03,NULL,TLM,1400,5,manual
236201096,BKT1342,SV436,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.739213,100.584272,4EE-3377,NULL,NULL,NULL,2021-11-03,NULL,TLM,400,5,manual
236201088,BKT1393,SV422,บางกะปิ,NULL,150.0,400/5,แขวนเสา,13.749006,100.564082,4DD-5006,NULL,NULL,NULL,2021-11-01,NULL,TLM,400,5,manual
236200428,KTT0602,PK416,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.712897926,100.582299158, ,NULL,NULL,NULL,2022-01-16,NULL,TLM,1400,5,manual
236200281,KTT0640,PK425,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.712217772,100.586303816,4LL-2577,NULL,NULL,NULL,2022-01-15,NULL,TLM,800,5,manual
236200643,BKT0739,SV421,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.746102,100.593783,4EE-7865,NULL,NULL,NULL,2021-10-25,NULL,TLM,400,5,manual
236201595,BKT2196,PA418,บางกะปิ,NULL,750.0,2000/5,นั่งร้าน,13.743544,100.57105,2MM-0696,NULL,NULL,NULL,2022-08-07,NULL,TLM,2000,5,manual
SD21526,SD21526,SD21,วัดเลียบ,SD,500,1/1,แขวนเสา,13.74391935711,100.511564499909,LL-1222,ตรอกถั่วเพาะ  ใกล้ ซ.22 กรกฎา 2  ถ.สันติภาพ,12000,380,2015-04-13,เจริญชัย,Network Transformer,1,1,manual
236201572,BKT1569,MS411,บางกะปิ,NULL,500.0,800/5,นั่งร้าน,13.760693953,100.54365956,4LL-1911,NULL,NULL,NULL,2022-07-30,NULL,TLM,800,5,manual
236200626,BKT1000,SV421,บางกะปิ,NULL,150.0,400/5,แขวนเสา,13.74855,100.601302,4DD-6026,NULL,NULL,NULL,2021-10-26,NULL,TLM,400,5,manual
236200866,KTT0800,SA422,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.719169481,100.561965966,2LL-2480,NULL,NULL,NULL,2021-12-26,NULL,TLM,800,5,manual
236201574,KTT1160,WB13,คลองเตย,NULL,1000.0,1400/5,นั่งร้าน,13.74820981,100.5417142,2NN-0720,NULL,NULL,NULL,2022-09-03,NULL,TLM,1400,5,manual
236200354,BKT0463,SG423,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.709239368,100.639904174,2EE-0784,NULL,NULL,NULL,2021-11-27,NULL,TLM,800,5,manual
236200537,KTT0440,PI422,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.746933,100.562356,2EE-6176,NULL,NULL,NULL,2021-06-28,NULL,TLM,400,5,manual
236201090,BKT0488,SG413,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.708501165,100.632596009,2EE-2750,NULL,NULL,NULL,2021-12-02,NULL,TLM,800,5,manual
236201566,BKT1063,PA413,บางกะปิ,NULL,500.0,800/5,นั่งร้าน,13.731682639,100.572336462, 2LL-3922,NULL,NULL,NULL,2022-08-06,NULL,TLM,800,5,manual
SD16511,SD16511,SD16,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7395285317689,100.504714954707,LL-1186,ท่าน้ำราชวงศ์,12000,380,1990-10-18,เจริญชัย,Network Transformer,1,1,manual
236200076,BKT1736,SG414,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.687969613,100.635177807,4EE-6144,NULL,NULL,NULL,2021-12-06,NULL,TLM,800,5,manual
236200382,KTT0337,NN422,คลองเตย,NULL,300.0,800/5,แขวนเสา,13.7473719983695,100.55444,4JJ-4665,NULL,NULL,NULL,2021-06-18,NULL,TLM,800,5,manual
236201274,KTT0727,RPR41,คลองเตย,NULL,500.0,1400/5,นั่งร้าน,13.749091246,100.541056827,2LL-2989,NULL,NULL,NULL,2022-04-03,NULL,TLM,1400,5,manual
236200130,KTT0170,KT426,คลองเตย,NULL,225.0,400/5,แขวนเสา,13.725984,100.550365,4EE-8206,NULL,NULL,NULL,2021-06-12,NULL,TLM,400,5,manual
236200389,BKT0602,SG416,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.707458145,100.613389218,4EE-0949,NULL,NULL,NULL,2021-11-22,NULL,TLM,800,5,manual
236201450,KTT1331,NULL,คลองเตย,NULL,1000.0,1400/5,"uni-sub,นั่งร้าน",13.743955,100.532165,2๋๋JJ-6513,NULL,NULL,NULL,2022-06-08,NULL,TLM,1400,5,manual
236200540,KTT0854,SAM12,คลองเตย,NULL,150.0,400/5,แขวนเสา,13.735664,100.522143,2DD-8071,NULL,NULL,NULL,2021-06-29,NULL,TLM,400,5,manual
SD14525,SD14525,SD14,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7497416355533,100.511969830393,LL-1178,ถ.เฉลิมเขตต์ 2  ใกล้ ถ.ยุคล 2,12000,380,1990-10-18,เจริญชัย,Network Transformer,1,1,manual
SD35501,SD35501,SD35,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7501915415348,100.513092960518,LL-1177,ถ.ยุคล 1  ใกล้ ถ.บำรุงเมือง,12000,380,1990-10-18,เจริญชัย,Network Transformer,1,1,manual
236200686,KTT0381,NS414,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.7106887368796,100.550744669094,2LL-2845,NULL,NULL,NULL,2024-05-11,NULL,TLM,800,5,manual
236200843,BKT0145,SG434,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.76067135,100.641527,4EE-4953,NULL,NULL,NULL,2021-11-29,NULL,TLM,800,5,manual
BR23514,BR23514,BR23,วัดเลียบ,BR,500,1/1,แขวนเสา,13.761543573594,100.508848483815,LL-1235,ถ.พะเนียง ใกล้ ถ.ราชดำเนินนอก,12000,380,1999-08-13,ไทยทราโฟ,Network Transformer,1,1,manual
236200026,KTT1073,SY11,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.729232998,100.521381861,0,NULL,NULL,NULL,2022-03-13,NULL,TLM,800,5,manual
236201418,KTT0005,CL16,คลองเตย,NULL,500.0,1400/5,นั่งร้าน,13.741576854,100.540587699,2LL-2276,NULL,NULL,NULL,2022-05-14,NULL,TLM,1400,5,manual
SD38517,SD38517,SD38,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7406751130792,100.507305818183,LL-1210,ซ.วานิช 1 ใกล้ ถ.มังกร,12000,380,1992-07-02,เจริญชัย,Network Transformer,1,1,manual
236200023,KTT0135,KT423,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.721740806,100.545551393,2LL-4919,NULL,NULL,NULL,2022-02-06,NULL,TLM,800,5,manual
BR12515,BR12515,BR12,วัดเลียบ,BR,500,1/1,แขวนเสา,13.7584196498525,100.495776554501,LL-577,ที่จอดรถกองสลากฯ,12000,380,1980-08-28,เจริญชัย,Network Transformer,1,1,manual
236200346,BKT1807,PTN41,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.713830895,100.611656269,2EE-0085,NULL,NULL,NULL,2021-11-16,NULL,TLM,800,5,manual
236201107,BKT2568,PPL42,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.749014,100.603253,2DD-1561,NULL,NULL,NULL,2021-11-09,NULL,TLM,400,5,manual
236200273,KTT0299,NN415,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.739653431,100.554988944,2LL-4059,NULL,NULL,NULL,2021-11-07,NULL,TLM,800,5,manual
236200056,KTT1100,SY13,คลองเตย,NULL,750.0,1400/5,นั่งร้าน,13.731089053,100.530553943,2MM-0683,NULL,NULL,NULL,2022-03-12,NULL,TLM,1400,5,manual
236200090,BKT1124,BA436,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.727572216,100.589072245,4EE-1437,NULL,NULL,NULL,2021-12-09,NULL,TLM,800,5,manual
236200823,BKT1162,BA413,บางกะปิ,NULL,750.0,1400/5,นั่งร้าน,13.7349230480995,100.598161402216,4MM-090,NULL,NULL,NULL,2024-07-09,NULL,TLM,1400,5,manual
236201424,KTT0010,CL427,คลองเตย,NULL,500.0,1400/5,นั่งร้าน,13.743303059,100.54535082,2LL-3552,NULL,NULL,NULL,2022-05-14,NULL,TLM,1400,5,manual
236200675,BKT2055,EM414,บางกะปิ,NULL,150.0,400/5,แขวนเสา,13.741609281,100.575459955,2DD-566,NULL,NULL,NULL,2021-09-25,NULL,TLM,400,5,manual
236200772,KTT0628,PK422,คลองเตย,NULL,500.0,800/5,นั่งร้าน,13.710305026,100.580761122,0,NULL,NULL,NULL,2022-01-22,NULL,TLM,800,5,manual
SD11506,SD11506,SD11,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7429429628785,100.507498433365,LL-1335,ถ.ราชวงศ์  หน้า ธนาคารไทยพาณิชย์,12000,380,2020-07-11,เจริญชัย,Network Transformer,1,1,manual
BR23510,BR23510,BR23,วัดเลียบ,BR,500,1/1,แขวนเสา,13.7542846587972,100.514377004848,LL-1179,ถ.ดำรงรักษ์  ชุมชนดำรงรักษ์,12000,380,1989-05-24,เจริญชัย,Network Transformer,1,1,manual
SD42515,SD42515,SD42,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7318685832379,100.51375045746,LL-103,ถ.โยธา  หน้าเขตสัมพันธวงศ์,12000,380,1994-09-24,Torishima,Network Transformer,1,1,manual
236200885,BKT1055,PA413,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.732111,100.568345,2EE-6611,NULL,NULL,NULL,2021-11-02,NULL,TLM,400,5,manual
236201130,BKT0071,PTN41,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.753287,100.626129,2EE-4317,NULL,NULL,NULL,2021-11-19,NULL,TLM,800,5,manual
236200760,KTT0621,PK422,คลองเตย,NULL,300.0,800/5,นั่งร้าน,13.710744711,100.567588681,2JJ-3366,NULL,NULL,NULL,2022-01-22,NULL,TLM,800,5,manual
236200815,KTT1156,WB12,คลองเตย,NULL,750.0,800/5,นั่งร้าน,13.748577805,100.530215997, 2MM-1501,NULL,NULL,NULL,2021-12-05,NULL,TLM,800,5,manual
236201511,BKT1408,PA425,บางกะปิ,NULL,500.0,800/5,นั่งร้าน,13.743263194,100.567995941,2LL-5339,NULL,NULL,NULL,2022-08-13,NULL,TLM,800,5,manual
236200955,BKT0745,SV425,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.714930448,100.594721669,2EE-6845,NULL,NULL,NULL,2021-09-18,NULL,TLM,400,5,manual
236200961,BKT1258,BA436,บางกะปิ,NULL,225.0,400/5,แขวนเสา,13.726054853,100.60059823,2EE-4324,NULL,NULL,NULL,2021-09-15,NULL,TLM,400,5,manual
WL11507,WL11507,WL11,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7543931657735,100.491764144478,LL-1420,ถ.หน้าพระธาตุ  ด้านหน้าหอสมุดแห่งชาติ,12000,380,2020-08-08,เจริญชัย,Network Transformer,1,1,manual
SD15523,SD15523,SD22,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7424590518125,100.510975579413,LL-1300,ถ.สันติภาพ หลัง ร.พ.หว่องสิว,12000,380,2014-04-09,มหานครโลหะกิจ,Network Transformer,1,1,manual
236201303,KTT0616,PK422,คลองเตย,NULL,1000.0,1400/5,นั่งร้าน,13.710187385,100.575548229,0,NULL,NULL,NULL,2022-06-19,NULL,TLM,1400,5,manual
236201176,BKT0163,RH416,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.752949,100.616452,2EE-6175,NULL,NULL,NULL,2021-11-19,NULL,TLM,800,5,manual
236201114,BKT2187,PTN42,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.737893,100.639927,4EE-2055,NULL,NULL,NULL,2021-12-08,NULL,TLM,800,5,manual
236200341,KTT0292,NN415,คลองเตย,NULL,300.0,800/5,แขวนเสา,13.736327,100.553154,2JJ-3985,NULL,NULL,NULL,2021-06-16,NULL,TLM,800,5,manual
WL22506,WL22506,WL22,วัดเลียบ,WL,500,1/1,แขวนเสา,13.7437250345257,100.49911931894,LL-893,ถ.ตรีเพชร  ใกล้ทางเข้า กฟน.  หน้าร้านสมใจ,12000,380,1977-06-12,MITSUBISHI,Network Transformer,1,1,manual
SD26522,SD26522,SD26,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7343923472734,100.515467703115,LL-1259,ศูนย์การค้าโชฎึก  ริมคลองผดุงกรุงเกษม,12000,380,2002-12-15,ไทยทราโฟ,Network Transformer,1,1,manual
SD33520,SD33520,SD33,วัดเลียบ,SD,500,1/1,แขวนเสา,13.7390667461172,100.505691159227,LL-1260,ถ.ทรงวาด  เยื้อง ซ.อาเนียเก็ง,12000,380,2002-12-15,ไทยทราโฟ,Network Transformer,1,1,manual
236200081,BKT1681,SG433,บางกะปิ,NULL,225.0,800/5,แขวนเสา,13.695844301,100.639738251,2EE-4498,NULL,NULL,NULL,2021-12-02,NULL,TLM,800,5,manual
236201406,KTT0045,EM415,คลองเตย,NULL,500.0,1400/5,"uni-sub,นั่งร้าน",13.726872769,100.574798519,NULL,NULL,NULL,NULL,2022-06-11,NULL,TLM,1400,5,manual
236201606,KTT1170,WB16,คลองเตย,NULL,750.0,2000/5,นั่งร้าน,13.744664832,100.538746191,2MM-785,NULL,NULL,NULL,2022-09-04,NULL,TLM,2000,5,manual
